,ECA,ThickA,ECB,ThickB,ECC,hcp_1.0_0.1,hcp_1.0_0.3,hcp_1.0_0.5,hcp_2.5_0.1,hcp_2.5_0.3,hcp_2.5_0.5,hcp_4.0_0.1,hcp_4.0_0.3,hcp_4.0_0.5,vcp_1.0_0.1,vcp_1.0_0.3,vcp_1.0_0.5,vcp_2.5_0.1,vcp_2.5_0.3,vcp_2.5_0.5,vcp_4.0_0.1,vcp_4.0_0.3,vcp_4.0_0.5,prp_1.0_0.1,prp_1.0_0.3,prp_1.0_0.5,prp_2.5_0.1,prp_2.5_0.3,prp_2.5_0.5,prp_4.0_0.1,prp_4.0_0.3,prp_4.0_0.5,predicted
0,12.0,0.05,1.0,0.1,1.0,1.230878970858377,1.2783639828410838,1.0858806402791341,1.0401381190773562,1.0760434069102116,1.073254933972689,1.0158356577611154,1.031901095706824,1.0354506809022874,1.6533096728210797,1.0670733703216486,0.7178871264267834,1.3194218412526046,1.1176973394376346,0.9466752874248681,1.2090965206281028,1.0920817723581862,0.985959194872637,1.8074331195715907,1.134136722866294,0.6540594331168097,1.353654759408057,1.1654537510157894,0.9734366406769421,1.22343802733127,1.116098214111794,1.00629381279547,0.7009603302030489
1,34.0,0.05,1.0,0.1,1.0,1.7314755611932902,2.120106097098163,1.8434283584643079,1.126783800159819,1.2833556167695996,1.3628114201475485,1.050002295527657,1.117830581383877,1.166067042416198,3.3203212130261246,2.068839353026826,1.3252342545341604,2.111875731120301,1.7762983971637132,1.4859599394208025,1.7247911224342298,1.5538704754588901,1.3963247718090805,3.81453162899114,2.431401679453935,1.3763918617235245,2.220454722789951,1.9631071579980168,1.6630912747390338,1.770189315881594,1.6449755481958719,1.503952688459076,0.707571523757335
2,45.0,0.05,1.0,0.1,1.0,1.9817738563607472,2.5409771542267032,2.2222022175568945,1.1701066407010505,1.3870117216992934,1.5075896632349783,1.0670856144109275,1.1607953242224034,1.2313752231731536,4.153826983128647,2.5697223443794144,1.628907818587849,2.508102676054149,2.1055989260267527,1.7556022654187697,1.9826384233372933,1.784764827009242,1.6015075602773023,4.818080883700915,3.0800341577477557,1.7375580760268816,2.653854704480898,2.3619338614891308,2.0079185917700797,2.043564960156756,1.909414215237911,1.752782126290879,0.706706513872349
3,67.0,0.05,1.0,0.1,1.0,2.4823704466956604,3.3827192684837826,2.979749935742068,1.2567523217835133,1.5943239315586815,1.797146149409838,1.1012522521774692,1.2467248098994563,1.3619915846870645,5.820838523333693,3.571488327084592,2.236254946695226,3.3005565659218457,2.7641999837528313,2.294886917414704,2.4983330251434204,2.246553530109946,2.011873137213746,6.8251793931204645,4.377299114335397,2.4598905046335964,3.520654667862792,3.159587268471358,2.697573225832171,2.59031624870708,2.4382915493219888,2.250441001954485,0.7052852174500334
4,100.0,0.05,1.0,0.1,1.0,3.2332653321980303,4.645332439869402,4.116071513019828,1.3867208434072071,1.9052922463477637,2.2314808786721274,1.1525022088272814,1.3756190384150357,1.557916126957931,8.32135583364126,5.074137301142358,3.1472756388562915,4.489237400723391,3.752101570341949,3.103813895408606,3.271874927852611,2.939236584761002,2.6274215026184113,9.835827157249788,6.323196549216858,3.5433891475436687,4.8208546129356336,4.356067378944699,3.732055176925309,3.410443181532566,3.231607550448105,2.9969293154498944,0.7002581846820326
5,34.0,0.21111111111111108,1.0,0.1,1.0,5.320875048962985,6.078052343923373,5.06079774466417,1.8686624391038515,2.5159566771271287,2.8848563493885613,1.3497360463355998,1.6513640624186583,1.8917602257296433,9.539999359097607,5.793364624905948,3.6429264714171894,5.595212765202588,4.646755605878051,3.8261789287545587,4.07893402955995,3.6531549830209635,3.255866271388765,11.766013669452686,7.096667159773958,3.953331666400061,6.258845525683811,5.554917243836144,4.690356764008976,4.374452231209395,4.127167428231454,3.8091077813732586,0.8211779614756748
6,56.0,0.21111111111111108,1.0,0.1,1.0,8.214404631144362,9.558425289397261,7.963258386982585,2.449893879482336,3.5450029272248695,4.18910945505743,1.58372518464077,2.092982535452232,2.5061720427858507,15.35346299668364,9.278147455530538,5.795401744113253,8.709891344458475,7.218994802747021,5.9256095736396635,6.164057236116557,5.514466691163049,4.905926181378332,19.0741002058466,11.504109103241614,6.393623964791132,9.81790602432828,8.747110708043792,7.398188390917695,6.65737879664492,6.310839349005919,5.843536718979653,0.8303732686892369
7,67.0,0.21111111111111108,1.0,0.1,1.0,9.66116942223505,11.298611762134204,9.414488708141793,2.7405095996715785,4.05952605227374,4.8412360078918635,1.7007197537933552,2.3137917719690195,2.8133779513139547,18.26019481547666,11.020538870842834,6.871639380461284,10.267230634086419,8.505114401181507,6.975324896082216,7.206618839394862,6.445122545234092,5.730956136373115,22.728143474043556,13.70783007497544,7.613770113986668,11.597436273650514,10.343207440147614,8.752104204372056,7.798842079362683,7.402675309393151,6.86075118778285,0.8303053417228021
8,67.0,0.3722222222222222,1.0,0.1,1.0,17.716037203003694,18.062417379425916,14.552462749275856,5.045465479910161,7.0222738287032795,8.082184669818274,2.682592986679767,3.6979672837874062,4.5023498618504725,26.47779319245038,16.080546729492955,10.176620297737214,16.234779024629933,13.377433460756599,10.935292801700157,11.50228134824481,10.25458968808848,9.092017377329713,33.177372121346956,19.485924895700823,10.882952101223339,18.981507642472444,16.62378429029976,13.884572765433155,12.820496792652404,12.088559018576417,11.133613207894083,0.7313114469465337
9,89.0,0.3722222222222222,1.0,0.1,1.0,23.294522712107952,23.79739219733037,19.16758140530563,6.3950155470348395,9.038902670944198,10.466753996129277,3.243873202613741,4.600977594093776,5.679752315752186,35.030456289027654,21.251998846334253,13.430755876191919,21.33864040073366,17.57377901081727,14.354712748457908,15.019292057751402,13.385723777182026,11.86243103430481,43.96853487350867,25.819398446076942,14.4129717286933,25.001925264057558,21.909503371224787,18.30322724602891,16.777308262517835,15.834192175745304,14.592329485537554,0.70633838540079
10,100.0,0.3722222222222222,1.0,0.1,1.0,26.08376546666008,26.6648796062826,21.475140733320515,7.069790580597179,10.04721709206466,11.65903865928478,3.524513310580728,5.05248274924696,6.268453542703044,39.30678783731629,23.837724904754904,15.057823665419273,23.890571088785524,19.671951785847604,16.064422721836785,16.777797412504697,14.9512908217288,13.247637862792361,49.36411624958953,28.986135221265002,16.177981542428277,28.012134074850113,24.5523629116873,20.512554486326785,18.75571399745055,17.70700875432975,16.321687624359292,0.7161254606477112
11,12.0,0.5333333333333333,1.0,0.1,1.0,4.9508809339218125,4.630461798847739,3.6941111650914817,2.1493898061005456,2.5160943860499287,2.6635547864726266,1.498263587675957,1.7133900805734157,1.8690250263122714,6.018859791821052,3.747460933195952,2.449105557150713,4.320328105453937,3.5737403835271837,2.9457734644470874,3.359970053156791,3.0009157163606783,2.6712012732574157,7.280316799209479,4.258473117707667,2.416470391332077,5.014670057680681,4.3012267287736305,3.5519287005151554,3.721557348311716,3.4506837956062943,3.138793070203722,0.7401422850866922
12,45.0,0.5333333333333333,1.0,0.1,1.0,16.86178170861449,15.94936841825332,12.655124316806283,5.607113388793808,7.147215638258163,7.868789073234729,2.9967973340702936,3.8867512636887707,4.56567260481309,21.616027459128535,13.291272595876627,8.553781541483568,14.511727732859478,11.92977110238495,9.751994973507648,10.586132553452046,9.420100603019211,8.342475873816417,26.709615602252466,15.57737973711325,8.787201908887951,17.297915897571393,14.905025772520492,12.321886831122933,12.036042244078542,11.24775654121591,10.282779155923887,0.809631084644027
13,56.0,0.5333333333333333,1.0,0.1,1.0,20.832081966845383,19.722337291388516,15.642128700711218,6.759687916358229,8.690922722327574,9.603867168822097,3.496308582868406,4.611204991393889,5.46455513098003,26.815083348231028,16.472543150103515,10.588673536261185,17.90886094199466,14.715114675337539,12.020735476527834,12.994853386883799,11.559828898572055,10.232900740669416,33.18604853660013,19.350348610248442,10.910779081406577,21.392331177534967,18.43962545376945,15.245206207992192,14.80753720933415,13.846780789752449,12.664107851163942,0.7585549074270038
14,23.0,0.6944444444444444,1.0,0.1,1.0,10.834917180293589,9.839740046346332,7.768418028515739,4.359405857326456,5.148532019445023,5.449168684992372,2.525290968960828,3.046298566388063,3.4253255838725445,12.50861361972433,7.8029545171231725,5.108030943970825,9.148435355085669,7.522579832202336,6.164819532276534,6.945523886909886,6.176720734505263,5.471945725072933,15.108625398104575,8.821985479195227,5.030245775338222,10.966439503083002,9.329005607614794,7.6568854178744905,7.973045460312236,7.383068253091366,6.7019852427367566,0.733769515316606
15,34.0,0.6944444444444444,1.0,0.1,1.0,15.762085432594924,14.330863606663227,11.299073652180335,6.04070114672162,7.236604378177276,7.7095146820459295,3.28856028400232,4.074979673147945,4.652917125736151,18.353018478227217,11.421336586200228,7.454939634769691,13.261055584469123,10.889671343016207,8.908712817701348,9.942661220502309,8.834487391353978,7.817530384407193,22.260996164725956,12.990226096506605,7.398922053600606,15.989531865765949,13.610194887659853,11.171023464988789,11.484536998940298,10.64877260610217,9.674245676623299,0.7131651550595526
16,45.0,0.6944444444444444,1.0,0.1,1.0,20.689253684896258,18.821987166980122,14.829729275844931,7.721996436116786,9.324676736909527,9.969860679099488,4.051829599043812,5.103660779907829,5.880508667599757,24.1974233367301,15.039718655277285,9.801848325568555,17.373675813852575,14.256762853830077,11.652606103126164,12.939798554094732,11.492254048202692,10.16311504374145,29.413366931347337,17.15846671381798,9.767598331862992,21.012624228448892,17.89138416770491,14.685161512103086,14.996028537568362,13.914476959112976,12.646506110509844,0.7079313113580624
17,56.0,0.6944444444444444,1.0,0.1,1.0,25.61642193719759,23.31311072729702,18.36038489950953,9.40329172551195,11.41274909564178,12.230206676153045,4.815098914085303,6.132341886667711,7.108100209463363,30.041828195232984,18.65810072435434,12.148757016367421,21.48629604323603,17.623854364643947,14.39649938855098,15.936935887687156,14.150020705051407,12.50869970307571,36.56573769796872,21.326707331129356,12.136274610125378,26.03571659113184,22.17257344774997,18.199299559217383,18.50752007619643,17.18018131212378,15.618766544396388,0.7159556993580024
18,34.0,0.8555555555555555,1.0,0.1,1.0,18.040217827416928,16.050061062073574,12.621594070646701,7.674603987956946,8.829177142819875,9.197355565318396,4.181553598785204,5.050288580451944,5.668075343325157,19.76131965481787,12.417172978550173,8.191213217342908,15.077542707578486,12.371567318749197,10.126371673487752,11.536092988115657,10.234865357586603,9.047442981952058,23.571143906688285,13.793558423550856,7.9193572561662995,18.330190722162467,15.466449188726468,12.632663091277902,13.528444520481498,12.465585330234445,11.268488186082275,0.7459973212369501
19,67.0,0.8555555555555555,1.0,0.1,1.0,35.09985497914293,31.242629198434607,24.536081360106856,14.352392697377768,16.68596698365923,17.466234439751535,7.364354858692563,9.111640808035592,10.366008186504981,38.70283540691718,24.26815557813129,15.96821287231272,29.231890518838213,23.9547378269238,19.575710385548607,22.120936756506275,19.60854329436537,17.314109557499698,46.338403948514745,27.101612602529237,15.545821293519147,35.74012666660782,30.166271329928257,24.63671685890991,26.106826657906886,24.079511113399136,21.77951199720088,0.8215952591894635
20,100.0,0.8555555555555555,1.0,0.1,1.0,52.15949213086895,46.43519733479563,36.450568649567,21.030181406798587,24.54275682449859,25.73511331418467,10.547156118599922,13.172993035619237,15.063941029684806,57.644351159016495,36.119138177712394,23.74521252728253,43.386238330097946,35.5379083350984,29.025049097609458,32.705780524896895,28.982221231144138,25.58077613304734,69.10566399034123,40.40966678150761,23.172285330871993,53.15006261105318,44.86609347113005,36.64077062654192,38.68520879533228,35.693436896563824,32.29053580831949,0.8145984234173181
21,89.0,1.0166666666666666,1.0,0.1,1.0,51.30918343439874,45.07590754446028,35.38013535063822,23.089573534850548,25.953751847231793,26.66603433552913,12.05389813375622,14.513437829495249,16.224149904640264,54.16044208908491,34.24459298525654,22.733571257484286,42.77744106451148,35.04807558424646,28.665454033266382,33.007191052879904,29.221189628165188,25.78087530272058,63.86190660737632,37.47774658936799,21.643013271789563,52.5294496045018,44.049923553612224,35.85454440377229,39.45512727338461,36.18644892659884,32.587549933056174,0.6900763331030253
22,100.0,1.0166666666666666,1.0,0.1,1.0,57.600258779237215,50.60320937180374,39.71426392181968,25.85116831688985,29.0764224153882,29.883229041109615,13.435791358116017,16.204000514073616,18.130900830202133,60.82802186238071,38.45439331104247,25.52349096937318,48.00922183553557,39.33053543095544,32.16400666724631,37.01418378202426,32.766189904084854,28.9058876647601,71.74415945019064,42.101776882467426,24.311778278411577,58.980598957849885,49.460335616873174,40.25778628878808,44.26826038467567,40.60329759903998,36.56631062781774,0.6973198739025013
23,1.0,1.1777777777777778,1.0,0.1,1.0,0.9805806756909201,0.8574929257125441,0.7071067811865475,0.996815278536125,0.9723873019805175,0.9284766908852592,0.9987523388778446,0.9889363528682975,0.9701425001453319,0.8198039027185571,0.5661903789690601,0.4142135623730949,0.9231948963187563,0.7883968105745953,0.6770329614269008,0.9512492197250393,0.8611874208078342,0.7807764064044151,0.803883864861816,0.48550424457247343,0.2928932188134523,0.92025477771711,0.7666270475246758,0.6286093236458963,0.9500623830561078,0.8516595470697553,0.7574643749636669,0.7437470673470828
24,12.0,1.1777777777777778,1.0,0.1,1.0,7.758575273905408,6.764438619047881,5.3436746095839744,4.269547632332458,4.5646984147679275,4.569794014622228,2.7153692086005954,3.020277336216682,3.214346681699337,7.762095857619762,4.98379392340393,3.3663506302968984,6.592636002477709,5.432426735538691,4.477190958378529,5.389429359132021,4.785010646851899,4.239104450007782,8.89027695510508,5.24579255939973,3.0565546582690715,7.906231614041941,6.597971190711857,5.364297374205275,6.323030644797501,5.756834195175864,5.159193951379233,0.7516427627803112
25,34.0,1.1777777777777778,1.0,0.1,1.0,21.314564470334382,18.578330005718552,14.616810266378828,10.815012339925122,11.749320640342747,11.852428662096163,6.148602948046097,7.0829593029134505,7.702755044807347,21.646679767422174,13.819001012273668,9.270624766144504,17.93151821479562,14.720486585466881,12.077506952281786,14.265789637945982,12.632657098940031,11.155760537214517,25.063063135591605,14.76636918905424,8.58387753718031,21.878185286691604,18.26065947708622,14.835673475324032,17.068967168280285,15.567183491388084,13.96265310421037,0.78176532407313
26,56.0,1.1777777777777778,1.0,0.1,1.0,34.87055366676336,30.392221392389228,23.88994592317368,17.36047704751779,18.93394286591757,19.1350633095701,9.581836687491599,11.145641269610218,12.191163407915358,35.53126367722459,22.654208101143407,15.174898901992112,29.270400427113525,24.008546435395072,19.67782294618504,23.142149916759944,20.48030355102816,18.07241662442125,41.23584931607814,24.28694581870875,14.111200416091549,35.850138959341265,29.923347763460583,24.30704957644279,27.81490369176307,25.377532787600302,22.766112257041502,0.7954154058396162
