,hcp_1.0_0.1,hcp_1.0_0.3,hcp_1.0_0.5,hcp_2.5_0.1,hcp_2.5_0.3,hcp_2.5_0.5,hcp_4.0_0.1,hcp_4.0_0.3,hcp_4.0_0.5,vcp_1.0_0.1,vcp_1.0_0.3,vcp_1.0_0.5,vcp_2.5_0.1,vcp_2.5_0.3,vcp_2.5_0.5,vcp_4.0_0.1,vcp_4.0_0.3,vcp_4.0_0.5,prp_1.0_0.1,prp_1.0_0.3,prp_1.0_0.5,prp_2.5_0.1,prp_2.5_0.3,prp_2.5_0.5,prp_4.0_0.1,prp_4.0_0.3,prp_4.0_0.5
EC_A,0.08040212854637056,0.0019923277994999674,0.0017992786126092273,0.025714010315630798,0.0015658957479528733,0.0011761681524286639,0.019632841422393497,0.0031228919992079564,0.0020242447594189432,0.00399194093933698,0.008772733807445431,0.007116019508568189,0.0022289180724717208,0.0013203810656958795,0.0017745559850559603,0.0015054267962281774,0.0013596271749001096,0.00201251468440486,0.3332700670758427,0.4708572791179441,0.008132136593234616,0.00512215510508141,0.0021319430101022488,0.0027537026314433974,0.0045308305471636065,0.002780050442642476,0.0029099300869255525
Thick_A,0.12753847597458276,0.007543602544955138,0.006399554655207288,0.05895888454688114,0.0070402858449449875,0.004883149865321422,0.20355925693932,0.01546695858002006,0.013569989826191762,0.018224808109312242,0.01391694737485522,0.008631600828797981,0.004224019545019271,0.003225869940449163,0.003922716963206703,0.0028188342077909182,0.002526906862616297,0.003794628115456429,0.2787908403573795,0.07701816860261974,0.026769667284125664,0.041141410894294,0.010915696508010306,0.008668488041484831,0.030845710265558473,0.010185796860906562,0.00941773046069205
EC_B,0.06224045413771959,0.011132288877840141,0.007370841598614933,0.19442619903224326,0.01982579160517857,0.012052660650202454,0.2957234197253903,0.040655217908668606,0.0409858924815677,0.012279233566910566,0.009418031690922918,0.008859145943265557,0.0065391859892505715,0.005695010753098784,0.008130163757019405,0.007915258821715636,0.007159854615917172,0.009821301167114544,0.08230846184630489,0.05142130362062112,0.015909028072835063,0.023584567917051664,0.008401052079503538,0.00901933610150781,0.027091520196163253,0.011060681087107258,0.010974096756264663
Thick_B,0.04808695552153591,0.009318961261284352,0.009128768821543617,0.10626302528769457,0.01942605306671659,0.013178968685645933,0.36711581996832515,0.04594800193730582,0.05739578672574656,0.013659620749988713,0.011722243053577861,0.011173020074464707,0.0056637639034931905,0.0053938217989903635,0.008501257365323412,0.008142983877627647,0.007136054044759754,0.010734914243329736,0.08893258390185177,0.035054469600122914,0.02160167222133546,0.015876553330903338,0.00829993121968773,0.010469540512265282,0.03159786215468484,0.015658280703852417,0.014519085967942425
EC_C,0.012153308542064043,0.0014202816583168524,0.0018269337602962537,0.14577704917942327,0.0028629421592353877,0.006187644116218083,0.32564023021487964,0.010588703758231833,0.1958395357300459,0.0012096182476289859,0.0013133484230419172,0.00397262556849476,0.00115123751455651,0.0012620879152403406,0.0034363750579868915,0.003453070436746522,0.005165180264369787,0.0825231260708674,0.006523470913163809,0.0011704831387781612,0.00095657885334874,0.0023263037686331524,0.001202150022030245,0.001949990639965548,0.16711149172422146,0.008199104357904373,0.0047771279643100805
